ID,displayId,title,status,assignee_ID,project_ID,startDate,endDate
62c7629f-903a-4774-8f63-557885c3dd3a,T2,Requirements gathering,Done,1c77242e-663c-4372-9390-daecbce6055f,6ae681a9-da70-41e6-b758-1ce4886d1f6d,2026-03-02,2026-03-16
2fa6f725-6296-4b63-8e6b-f138cb15fe9e,T1,Requirements gathering,Done,1c77242e-663c-4372-9390-daecbce6055f,9ea36b12-15e7-4c11-b5b5-31165edd8fd0,2026-03-06,2026-03-20
b350a38f-6fdd-46b5-8e77-f199bd0e1a49,T2,Design phase,Done,25fe4215-e07c-4ce0-886e-33b3c083677f,9ea36b12-15e7-4c11-b5b5-31165edd8fd0,2026-03-10,2026-03-24
1d42d95f-4d9e-46c3-a581-33718257a609,T3,Development,Open,20903584-2613-4af8-9732-55b5359f18df,9ea36b12-15e7-4c11-b5b5-31165edd8fd0,2026-03-14,2026-03-28
0238bfec-4401-4e61-968b-55d6107b2d4a,T1,Design phase,In Progress,25fe4215-e07c-4ce0-886e-33b3c083677f,174ee3e0-0924-4bf5-af42-36fe9e668590,2026-03-18,2026-04-01
d1ebf79f-6f8d-4cad-a698-55b36a01e521,T1,Development,Done,20903584-2613-4af8-9732-55b5359f18df,f51fdf3b-a66c-4141-8aad-e27419cb4c43,2026-03-22,2026-04-05
cf797b61-fbe5-4b12-a79c-70b3274e4a69,T2,Testing,In Progress,ef52dbc7-a607-498d-91c7-217ce627e4a2,f51fdf3b-a66c-4141-8aad-e27419cb4c43,2026-03-26,2026-04-09
65056de3-08a5-4273-999d-bb7d8a621a32,T1,Testing,Done,ef52dbc7-a607-498d-91c7-217ce627e4a2,0828e1b7-e4b1-4f3b-bff3-22b22b47c596,2026-03-30,2026-04-13
1059e070-8cd5-4887-8380-6c640d0d37ed,T2,UAT,Done,f570a437-2ca7-4a33-b6f9-e6886b499a2a,0828e1b7-e4b1-4f3b-bff3-22b22b47c596,2026-04-03,2026-04-17
ebaeb39d-6d11-4e21-b6d3-1d9483b57483,T3,Deployment,Done,6e4f0bce-ba61-44f9-a124-b9a10448fb64,0828e1b7-e4b1-4f3b-bff3-22b22b47c596,2026-04-07,2026-04-21
6d138a79-c935-4180-bbb6-fe1a3f296297,T1,UAT,Open,f570a437-2ca7-4a33-b6f9-e6886b499a2a,d883b18e-e75b-4fdb-9125-37edd81d7bdf,2026-04-11,2026-04-25
e7cd7459-a690-49d4-a226-df6aa45e18db,T1,Deployment,Done,6e4f0bce-ba61-44f9-a124-b9a10448fb64,10e83e10-43b8-4726-849d-1bbc0c49bfff,2026-04-15,2026-04-29
2e8af824-9321-45e5-9ad0-f79554449f6a,T2,Documentation,In Progress,ea24f772-ed62-4341-970f-3bb4f3fdec8e,10e83e10-43b8-4726-849d-1bbc0c49bfff,2026-04-19,2026-05-03
be747b91-2643-4b01-be51-79744b21a058,T1,Documentation,Done,ea24f772-ed62-4341-970f-3bb4f3fdec8e,4dafd3ab-4f03-4823-b52d-ef1abc594e8a,2026-04-23,2026-05-07
cc6bb82b-fc48-47ef-b0cc-4092bfa014bd,T2,Stakeholder review,Done,5bba6bd6-cbeb-4c90-848f-133a5a51e21d,4dafd3ab-4f03-4823-b52d-ef1abc594e8a,2026-04-27,2026-05-11
d270499c-8b60-4c85-bc35-f15cbc5ad6f0,T3,Requirements gathering,In Progress,5d1e26c8-50d5-472b-afb3-b4eab168475f,4dafd3ab-4f03-4823-b52d-ef1abc594e8a,2026-05-01,2026-05-15
d3e02ff7-7780-4a67-bfa4-2c1523d605d6,T1,Stakeholder review,Done,5bba6bd6-cbeb-4c90-848f-133a5a51e21d,0cbeb7a5-ea93-44bf-895c-17919be94714,2026-05-05,2026-05-19
6f25bd4a-9787-4214-a5f1-c43e13e6cfc2,T1,Requirements gathering,Done,5d1e26c8-50d5-472b-afb3-b4eab168475f,b4459385-7b69-4da2-a0af-324653f7fb24,2026-05-09,2026-05-23
36310c28-4ba5-489a-9b91-7a72ddf217b6,T2,Design phase,Open,1f8c45fb-30f3-4a4d-bdc5-f67eb3612a87,b4459385-7b69-4da2-a0af-324653f7fb24,2026-05-13,2026-05-27
ed1dcc59-656a-4346-8f32-6375f76d1fd4,T1,Design phase,Done,1f8c45fb-30f3-4a4d-bdc5-f67eb3612a87,a2c78d8c-cb5c-451e-8012-88f7734a58f6,2026-05-17,2026-05-31
3643efd9-b5d0-4261-8a82-015e4a5204b0,T2,Development,Done,1c77242e-663c-4372-9390-daecbce6055f,a2c78d8c-cb5c-451e-8012-88f7734a58f6,2026-05-21,2026-06-04
50db2429-d292-4855-9f67-4c4e823d3066,T3,Testing,In Progress,25fe4215-e07c-4ce0-886e-33b3c083677f,a2c78d8c-cb5c-451e-8012-88f7734a58f6,2026-05-25,2026-06-08
94ae0736-0f84-40f2-8bc8-1d2bf1bc0d30,T1,Development,In Progress,1c77242e-663c-4372-9390-daecbce6055f,bb964f67-0a48-4960-81f3-520d20c8c2dc,2026-05-29,2026-06-12
267fe6cc-6986-4c72-bcd1-c53895b6f83b,T1,Testing,Done,25fe4215-e07c-4ce0-886e-33b3c083677f,9bcdf6f7-b95c-41fa-90a5-70a90917a00b,2026-06-02,2026-06-16
f0642e0c-f858-4ea1-b99e-927efe760b2a,T2,UAT,Done,20903584-2613-4af8-9732-55b5359f18df,9bcdf6f7-b95c-41fa-90a5-70a90917a00b,2026-06-06,2026-06-20
8df5c23a-824c-464b-a459-260212e4d263,T1,UAT,Done,20903584-2613-4af8-9732-55b5359f18df,b933d054-871f-4e1d-b947-9bc06d555a51,2026-06-10,2026-06-24
d60fbdcd-4e68-490d-9b4c-7d5085753fd8,T2,Deployment,Done,ef52dbc7-a607-498d-91c7-217ce627e4a2,b933d054-871f-4e1d-b947-9bc06d555a51,2026-06-14,2026-06-28
a23155bb-d360-4c54-8814-740cfab71ec7,T3,Documentation,Open,f570a437-2ca7-4a33-b6f9-e6886b499a2a,b933d054-871f-4e1d-b947-9bc06d555a51,2026-06-18,2026-07-02
3d2d9a3f-bb0b-4b13-b0c5-e28f822eb852,T1,Deployment,In Progress,ef52dbc7-a607-498d-91c7-217ce627e4a2,d2d1d198-2e65-4861-91bd-efd6af2dd802,2026-06-22,2026-07-06
bce9590a-f274-4f30-8d0f-465994bb26c3,T1,Documentation,Done,f570a437-2ca7-4a33-b6f9-e6886b499a2a,2a6c3c70-a215-4bc4-95d6-1de04c7d6aa5,2026-06-26,2026-07-10
2d109cd6-31fd-49c2-a1dd-e5f63e0942a9,T2,Stakeholder review,In Progress,6e4f0bce-ba61-44f9-a124-b9a10448fb64,2a6c3c70-a215-4bc4-95d6-1de04c7d6aa5,2026-06-30,2026-07-14
f406f14e-6cd1-4aa4-92bf-6ee66ac61f98,T1,Stakeholder review,Done,6e4f0bce-ba61-44f9-a124-b9a10448fb64,95118dbb-9f0a-4a0d-81ed-31e8aa6fd211,2026-07-04,2026-07-18
bb34e441-da5e-4840-aa4c-04898db08fee,T2,Requirements gathering,Done,ea24f772-ed62-4341-970f-3bb4f3fdec8e,95118dbb-9f0a-4a0d-81ed-31e8aa6fd211,2026-07-08,2026-07-22
97b3b032-2866-4059-b7da-79ad86d79f2a,T3,Design phase,Done,5bba6bd6-cbeb-4c90-848f-133a5a51e21d,95118dbb-9f0a-4a0d-81ed-31e8aa6fd211,2026-07-12,2026-07-26
58cd3d25-4367-4765-8075-d01a518ee3a9,T1,Requirements gathering,Open,ea24f772-ed62-4341-970f-3bb4f3fdec8e,01079efb-6b9b-4d64-a3c1-97fa62c637fb,2026-07-16,2026-07-30
807bc1ce-1250-45cc-add6-77542f36b78f,T1,Design phase,Done,5bba6bd6-cbeb-4c90-848f-133a5a51e21d,d4640cf4-ad13-4e0f-b0fd-dfca10ea047c,2026-07-20,2026-08-03
75db891b-8b00-4a22-9ce8-552e23243b77,T2,Development,In Progress,5d1e26c8-50d5-472b-afb3-b4eab168475f,d4640cf4-ad13-4e0f-b0fd-dfca10ea047c,2026-07-24,2026-08-07
c7c92099-5b99-429c-ae2e-3e34a03cfdd0,T1,Development,Done,5d1e26c8-50d5-472b-afb3-b4eab168475f,9479d4fb-d88e-4f45-a302-720fa22d214b,2026-07-28,2026-08-11
7b93e928-78b3-4bde-8a20-fe8b37d7396b,T2,Testing,Done,1f8c45fb-30f3-4a4d-bdc5-f67eb3612a87,9479d4fb-d88e-4f45-a302-720fa22d214b,2026-08-01,2026-08-15
7797f636-cdd0-4008-9cbd-9a68289c3d34,T3,UAT,In Progress,1c77242e-663c-4372-9390-daecbce6055f,9479d4fb-d88e-4f45-a302-720fa22d214b,2026-08-05,2026-08-19
324c0abf-d2b4-44c9-8fb8-3f65fa4b5de0,T1,Testing,Done,1f8c45fb-30f3-4a4d-bdc5-f67eb3612a87,3ccac2e3-f4a3-4718-b354-a8c8bcb39c2c,2026-08-09,2026-08-23
99d13f4a-19c8-471c-9060-bbc4cfff91f0,T1,UAT,Done,1c77242e-663c-4372-9390-daecbce6055f,6d5ce88f-f8fe-4b2d-bcd5-f75597248090,2026-08-13,2026-08-27
1ad8a24e-6c45-421b-ab85-a7442521e748,T2,Deployment,Open,25fe4215-e07c-4ce0-886e-33b3c083677f,6d5ce88f-f8fe-4b2d-bcd5-f75597248090,2026-08-17,2026-08-31
0454ab44-c385-458b-a958-24ba7c8e7d19,T1,Deployment,Done,25fe4215-e07c-4ce0-886e-33b3c083677f,ea07e3df-0f8e-43fa-beec-2e955f8ccc41,2026-08-21,2026-09-04
5c492fbf-6cb7-4aea-8a5c-2a2410813485,T2,Documentation,Done,20903584-2613-4af8-9732-55b5359f18df,ea07e3df-0f8e-43fa-beec-2e955f8ccc41,2026-08-25,2026-09-08
8da2928b-d8bb-4dff-a1c9-0647cbd3316d,T3,Stakeholder review,In Progress,ef52dbc7-a607-498d-91c7-217ce627e4a2,ea07e3df-0f8e-43fa-beec-2e955f8ccc41,2026-08-29,2026-09-12
1803a620-1979-439e-80e6-38e4637c449f,T1,Documentation,In Progress,20903584-2613-4af8-9732-55b5359f18df,3ff866c6-8ddc-49a9-b37c-8a28d0e6b909,2026-09-02,2026-09-16
ebd38f45-3bd3-42b7-bd74-94b3a857108b,T1,Stakeholder review,Done,ef52dbc7-a607-498d-91c7-217ce627e4a2,b0f0a7d6-b003-488d-a1fd-e8c760ac155f,2026-09-06,2026-09-20
0d530a00-1f9a-419e-8700-058afe8ca6e7,T2,Requirements gathering,Done,f570a437-2ca7-4a33-b6f9-e6886b499a2a,b0f0a7d6-b003-488d-a1fd-e8c760ac155f,2026-09-10,2026-09-24
70bc28e4-723a-4f0b-847d-1413b5389568,T1,Requirements gathering,Done,f570a437-2ca7-4a33-b6f9-e6886b499a2a,11fca870-fb66-4cc1-82ec-574aed7d0146,2026-09-14,2026-09-28
eaec6bdb-2722-433b-b2d0-501ad67d957e,T2,Design phase,Done,6e4f0bce-ba61-44f9-a124-b9a10448fb64,11fca870-fb66-4cc1-82ec-574aed7d0146,2026-09-18,2026-10-02
c19b8a06-e306-4caf-b6b4-f022ea669deb,T3,Development,Open,ea24f772-ed62-4341-970f-3bb4f3fdec8e,11fca870-fb66-4cc1-82ec-574aed7d0146,2026-09-22,2026-10-06
88b1b516-e35c-4195-8708-eed59f6e5c77,T1,Design phase,In Progress,6e4f0bce-ba61-44f9-a124-b9a10448fb64,c9eae00d-dcb3-4b52-a2b3-e88bb0cfe097,2026-09-26,2026-10-10
58ce696e-f95f-4cf0-a499-8fa8435d7c0f,T1,Development,Done,ea24f772-ed62-4341-970f-3bb4f3fdec8e,64066195-2c38-4d17-98e8-2b2e3308fb36,2026-09-30,2026-10-14
a3ae74f3-5b04-481d-8d73-a835fd789ad3,T2,Testing,In Progress,5bba6bd6-cbeb-4c90-848f-133a5a51e21d,64066195-2c38-4d17-98e8-2b2e3308fb36,2026-10-04,2026-10-18
5fa3c48e-2027-44dc-91c7-eb77d86e0486,T1,Testing,Done,5bba6bd6-cbeb-4c90-848f-133a5a51e21d,a676a8e2-e732-4903-80c7-cc967caf5bc1,2026-10-08,2026-10-22
dc3205be-311f-4e7a-8440-44b7c716f661,T2,UAT,Done,5d1e26c8-50d5-472b-afb3-b4eab168475f,a676a8e2-e732-4903-80c7-cc967caf5bc1,2026-10-12,2026-10-26
70fbdcba-16ee-498f-9a5b-4e40e23c928a,T3,Deployment,Done,1f8c45fb-30f3-4a4d-bdc5-f67eb3612a87,a676a8e2-e732-4903-80c7-cc967caf5bc1,2026-10-16,2026-10-30
9cd004be-bffb-421a-a39d-136801165792,T1,UAT,Open,5d1e26c8-50d5-472b-afb3-b4eab168475f,35450c33-f212-4030-8e10-680e83cafc5e,2026-10-20,2026-11-03
4d59c099-28eb-4d5f-86b6-ce199d4a2354,T1,Deployment,Done,1f8c45fb-30f3-4a4d-bdc5-f67eb3612a87,f71173e8-1660-40d4-8f18-0bb612d1bd6a,2026-10-24,2026-11-07
84c87375-0dff-411d-9985-c2a861923464,T2,Documentation,In Progress,1c77242e-663c-4372-9390-daecbce6055f,f71173e8-1660-40d4-8f18-0bb612d1bd6a,2026-10-28,2026-11-11
69e791ec-f1ca-434d-acc6-a96d5b25d193,T1,Documentation,Done,1c77242e-663c-4372-9390-daecbce6055f,8e41a783-6650-47d9-9a04-1d6ce9cbf967,2026-11-01,2026-11-15
681fc1e3-0836-4905-a181-9d32d5c3ec37,T2,Stakeholder review,Done,25fe4215-e07c-4ce0-886e-33b3c083677f,8e41a783-6650-47d9-9a04-1d6ce9cbf967,2026-11-05,2026-11-19
203ab38f-f9ea-48f8-b582-61bb98f33657,T3,Requirements gathering,In Progress,20903584-2613-4af8-9732-55b5359f18df,8e41a783-6650-47d9-9a04-1d6ce9cbf967,2026-11-09,2026-11-23
2551f447-2f6d-4b58-8140-17c34ebdbc8b,T1,Stakeholder review,Done,25fe4215-e07c-4ce0-886e-33b3c083677f,1e4191e9-3a66-4dc2-9375-aec5dc35479f,2026-11-13,2026-11-27
